date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo_prob1,carm-elo_prob2,carm-elo1_post,carm-elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating
12/4/2015,2016,0,,ATL,LAL,1551.425713,1306.388691,0.879339767,0.120660233,1553.742937,1304.071466,1545.970527,1284.097832,0.891905709,0.108094291,1548.018731,1282.049629,,,,,100,87,14,,
12/4/2015,2016,0,,DAL,HOU,1545.998933,1492.08357,0.708065688,0.291934312,1535.78515,1502.297353,1521.821648,1494.77409,0.659061578,0.340938422,1512.644748,1503.950991,,,,,96,100,55,,
12/4/2015,2016,0,,NOP,CLE,1447.217535,1644.557059,0.363470796,0.636529204,1457.893071,1633.881524,1468.779698,1707.717747,0.305081807,0.694918193,1480.915306,1695.582139,,,,,114,108,64,,
12/5/2015,2016,0,,PHI,DEN,1257.381681,1421.671672,0.408520982,0.591479018,1253.03735,1426.016003,1235.24483,1370.343171,0.440990729,0.559009271,1230.471328,1375.116673,,,,,105,108,1,,
12/5/2015,2016,0,,TOR,GSW,1557.93327,1824.517798,0.277090951,0.722909049,1555.199389,1827.251678,1577.673872,1823.101839,0.299868816,0.700131184,1574.674422,1826.101289,,,,,109,112,99,,
12/5/2015,2016,0,,MIN,POR,1394.688221,1512.27247,0.474715817,0.525284183,1387.44837,1519.51232,1406.67997,1476.635506,0.555232544,0.444767456,1397.819895,1485.495581,,,,,103,109,25,,
12/5/2015,2016,0,,MIA,CLE,1491.335594,1633.881524,0.439075716,0.560924284,1506.971763,1618.245354,1491.93095,1695.582139,0.412944865,0.587055135,1508.551129,1678.96196,,,,,99,84,73,,
12/5/2015,2016,0,,HOU,SAC,1502.297353,1426.073177,0.733885803,0.266114197,1506.221624,1422.148905,1503.950991,1454.570975,0.645218576,0.354781424,1509.462284,1449.059681,,,,,120,113,30,,
12/5/2015,2016,0,,CHI,CHO,1573.109563,1482.358476,0.749894841,0.250105159,1559.423608,1496.044431,1567.741559,1504.260406,0.720651352,0.279348648,1554.905825,1517.096141,,,,,96,102,58,,
12/5/2015,2016,0,,MIL,NYK,1397.406529,1385.970111,0.655087848,0.344912152,1405.933758,1377.442883,1383.69458,1387.82206,0.635323798,0.364676202,1392.810883,1378.705757,,,,,106,91,7,,
12/5/2015,2016,0,,SAS,BOS,1708.857974,1552.18116,0.814202316,0.185797684,1710.581509,1550.457625,1721.788103,1578.482293,0.805573018,0.194426982,1723.603418,1576.666977,,,,,108,105,93,,
12/5/2015,2016,0,,UTA,IND,1530.693419,1572.569367,0.582875516,0.417124484,1535.15015,1568.112635,1524.658891,1549.133607,0.653199777,0.346800223,1528.222946,1545.569551,,,,,122,119,70,,
12/5/2015,2016,0,,LAC,ORL,1580.452232,1450.581429,0.789720703,0.210279297,1582.168667,1448.864993,1595.701614,1504.302125,0.748338463,0.251661537,1597.813724,1502.190015,,,,,103,101,52,,
12/6/2015,2016,0,,MEM,PHO,1558.298073,1481.529536,0.734497336,0.265502664,1560.545937,1479.281672,1570.182301,1473.407689,0.75532922,0.24467078,1572.226495,1471.363495,,,,,95,93,55,,
12/6/2015,2016,0,,WAS,DAL,1483.42949,1535.78515,0.568139133,0.431860867,1469.68358,1549.53106,1475.641938,1512.644748,0.58945594,0.41054406,1461.197767,1527.088918,,,,,104,116,50,,
12/6/2015,2016,0,,DET,LAL,1503.919701,1304.071466,0.848908423,0.151091577,1507.911899,1300.079268,1489.917934,1282.049629,0.858061923,0.141938077,1493.637747,1278.329816,,,,,111,91,8,,
12/6/2015,2016,0,,BRK,GSW,1424.038876,1827.251678,0.148624131,0.851375869,1420.675774,1830.61478,1309.204586,1826.101289,0.102986271,0.897013729,1306.978519,1828.327356,,,,,98,114,87,,
12/6/2015,2016,0,,OKC,SAC,1580.686483,1422.148905,0.815817254,0.184182746,1582.392929,1420.442459,1654.717655,1449.059681,0.882281699,0.117718301,1655.746025,1448.031311,,,,,98,95,45,,
12/7/2015,2016,0,,PHI,SAS,1253.03735,1710.581509,0.113227477,0.886772523,1247.328053,1716.290806,1230.471328,1723.603418,0.094988944,0.905011056,1225.781019,1728.293728,,,,,68,119,23,,
12/7/2015,2016,0,,CHO,DET,1496.044431,1507.911899,0.624180738,0.375819262,1507.545571,1496.410759,1517.096141,1493.637747,0.724535272,0.275464728,1525.051349,1485.682538,,,,,104,84,47,,
12/7/2015,2016,0,,NYK,DAL,1377.442883,1549.53106,0.397720313,0.602279687,1371.115908,1555.858035,1378.705757,1527.088918,0.48145586,0.51854414,1370.687701,1535.106975,,,,,97,104,28,,
12/7/2015,2016,0,,MIA,WAS,1506.971763,1469.68358,0.687894521,0.312105479,1489.953301,1486.702043,1508.551129,1461.197767,0.750652861,0.249347139,1489.029748,1480.719148,,,,,103,114,41,,
12/7/2015,2016,0,,TOR,LAL,1555.199389,1300.079268,0.885363876,0.114636124,1556.937341,1298.341316,1574.674422,1278.329816,0.925758847,0.074241153,1575.744483,1277.259756,,,,,102,93,13,,
12/7/2015,2016,0,,MIL,POR,1405.933758,1519.51232,0.48046882,0.51953118,1411.009503,1514.436575,1392.810883,1485.495581,0.509604055,0.490395945,1397.524767,1480.781698,,,,,90,88,28,,
12/7/2015,2016,0,,CHI,PHO,1559.423608,1479.281672,0.738266941,0.261733059,1551.08791,1487.61737,1554.905825,1471.363495,0.790076476,0.209923524,1545.546872,1480.722449,,,,,101,103,55,,
12/7/2015,2016,0,,NOP,BOS,1457.893071,1550.457625,0.510698833,0.489301167,1442.243585,1566.107112,1480.915306,1576.666977,0.499325816,0.500674184,1465.71104,1591.871243,,,,,93,111,47,,
12/7/2015,2016,0,,MIN,LAC,1387.44837,1582.168667,0.366966249,0.633033751,1383.133663,1586.483374,1397.819895,1597.813724,0.372106558,0.627893442,1393.432243,1602.201376,,,,,106,110,36,,
12/8/2015,2016,0,,CLE,POR,1618.245354,1514.436575,0.763726127,0.236273873,1621.10465,1511.577279,1678.96196,1480.781698,0.874977286,0.125022714,1680.347083,1479.396575,,,,,105,100,75,,
12/8/2015,2016,0,,IND,GSW,1568.112635,1830.61478,0.281822858,0.718177142,1563.583868,1835.143547,1545.569551,1828.327356,0.252509301,0.747490699,1541.585261,1832.311646,,,,,123,131,99,,
12/8/2015,2016,0,,BRK,HOU,1420.675774,1506.221624,0.520789202,0.479210798,1427.343446,1499.553952,1306.978519,1509.462284,0.35834906,0.64165094,1316.805135,1499.635668,,,,,110,105,29,,
12/8/2015,2016,0,,MEM,OKC,1560.545937,1582.392929,0.610611863,0.389388137,1527.324297,1615.614569,1572.226495,1655.746025,0.519325792,0.480674208,1545.450236,1682.522285,,,,,88,125,78,,
12/8/2015,2016,0,,DEN,ORL,1426.016003,1448.864993,0.60923957,0.39076043,1411.716294,1463.164702,1375.116673,1502.190015,0.510488834,0.489511166,1363.80837,1513.498318,,,,,74,85,20,,
12/8/2015,2016,0,,SAC,UTA,1420.442459,1535.15015,0.478846566,0.521153434,1430.018561,1525.574048,1448.031311,1528.222946,0.510623544,0.489376456,1456.865534,1519.388723,,,,,114,106,35,,
12/9/2015,2016,0,,CHO,MIA,1507.545571,1489.953301,0.663049927,0.336950073,1516.926873,1480.571999,1525.051349,1489.029748,0.689646335,0.310353665,1533.560774,1480.520323,,,,,99,81,45,,
12/9/2015,2016,0,,BOS,CHI,1566.107112,1551.08791,0.659732808,0.340267192,1570.492742,1546.702279,1591.871243,1545.546872,0.685687202,0.314312798,1595.862453,1541.555662,,,,,105,100,73,,
12/9/2015,2016,0,,WAS,HOU,1486.702043,1499.553952,0.622850471,0.377149529,1476.347471,1509.908523,1480.719148,1499.635668,0.660323242,0.339676758,1469.46751,1510.887306,,,,,103,109,43,,
12/9/2015,2016,0,,TOR,SAS,1556.937341,1716.290806,0.41540484,0.58459516,1563.799679,1709.428468,1575.744483,1728.293728,0.420175653,0.579824347,1582.531396,1721.506814,,,,,97,94,94,,
12/9/2015,2016,0,,DET,MEM,1496.410759,1527.324297,0.598133406,0.401866594,1491.292683,1532.442373,1485.682538,1545.450236,0.623971373,0.376028627,1480.256575,1550.876199,,,,,92,93,51,,
12/9/2015,2016,0,,MIL,LAC,1411.009503,1586.483374,0.393061226,0.606938774,1401.474366,1596.018511,1397.524767,1602.201376,0.352913655,0.647086345,1389.152071,1610.574072,,,,,95,109,43,,
12/9/2015,2016,0,,MIN,LAL,1383.133663,1298.341316,0.743406572,0.256593428,1384.940767,1296.534212,1393.432243,1277.259756,0.780329433,0.219670567,1394.94205,1275.749949,,,,,123,122,1,,
12/9/2015,2016,0,,UTA,NYK,1525.574048,1371.115908,0.812262492,0.187737508,1530.861162,1365.828794,1519.388723,1370.687701,0.800963851,0.199036149,1525.04132,1365.035104,,,,,106,85,22,,
12/9/2015,2016,0,,PHO,ORL,1487.61737,1463.164702,0.671815357,0.328184643,1490.954616,1459.827456,1480.722449,1513.498318,0.653365116,0.346634884,1484.284473,1509.936294,,,,,107,104,35,,
12/9/2015,2016,0,,DAL,ATL,1555.858035,1553.742937,0.642865199,0.357134801,1548.030566,1561.570406,1535.106975,1548.018731,0.611951809,0.388048191,1527.802159,1555.323546,,,,,95,98,71,,
12/10/2015,2016,0,,BRK,PHI,1427.343446,1247.328053,0.833674757,0.166325243,1429.988814,1244.682685,1316.805135,1225.781019,0.742695975,0.257304025,1321.171068,1221.415086,,,,,100,91,1,,
12/10/2015,2016,0,,OKC,ATL,1615.614569,1561.570406,0.708218925,0.291781075,1621.980341,1555.204633,1682.522285,1555.323546,0.82962187,0.17037813,1685.94462,1551.901211,,,,,107,94,83,,
12/10/2015,2016,0,,CHI,LAC,1546.702279,1596.018511,0.572426765,0.427573235,1551.296782,1591.424008,1541.555662,1610.574072,0.534230697,0.465769303,1546.666139,1605.463595,,,,,83,80,77,,
12/10/2015,2016,0,,SAC,NYK,1430.018561,1365.828794,0.720139218,0.279860782,1432.409063,1363.438292,1456.865534,1365.035104,0.793439098,0.206560902,1458.547168,1363.353469,,,,,99,97,9,,
12/11/2015,2016,0,,ORL,CLE,1459.827456,1621.10465,0.412718164,0.587281836,1440.567082,1640.365023,1509.936294,1680.347083,0.382774005,0.617225995,1492.364436,1697.91894,,,,,76,111,63,,
12/11/2015,2016,0,,PHI,DET,1244.682685,1491.292683,0.300702471,0.699297529,1238.419235,1497.556133,1221.415086,1480.256575,0.229529697,0.770470303,1216.84285,1484.828811,,,,,95,107,2,,
12/11/2015,2016,0,,IND,MIA,1563.583868,1480.571999,0.741446621,0.258553379,1569.110686,1475.045181,1541.585261,1480.520323,0.717877443,0.282122557,1547.704572,1474.401013,,,,,96,83,56,,
12/11/2015,2016,0,,BOS,GSW,1570.492742,1835.143547,0.279326222,0.720673778,1567.018875,1838.617414,1595.862453,1832.311646,0.309706194,0.690293806,1591.940292,1836.233807,,,,,119,124,99,,
12/11/2015,2016,0,,TOR,MIL,1563.799679,1401.474366,0.819070971,0.180929029,1566.315859,1398.958186,1582.531396,1389.152071,0.841917169,0.158082831,1584.68957,1386.993897,,,,,90,83,36,,
12/11/2015,2016,0,,NOP,WAS,1442.243585,1476.347471,0.59371114,0.40628886,1445.973234,1472.617821,1465.71104,1469.46751,0.632551321,0.367448679,1469.012728,1466.165822,,,,,107,105,28,,
12/11/2015,2016,0,,MEM,CHO,1532.442373,1516.926873,0.660373852,0.339626148,1505.342887,1544.026359,1550.876199,1533.560774,0.654490219,0.345509781,1524.125171,1560.311801,,,,,99,123,57,,
12/11/2015,2016,0,,DEN,MIN,1411.716294,1384.940767,0.674756685,0.325243315,1415.01805,1381.639011,1363.80837,1394.94205,0.655894435,0.344105565,1367.339357,1391.411062,,,,,111,108,9,,
12/11/2015,2016,0,,UTA,OKC,1530.861162,1621.980341,0.512777747,0.487222253,1524.328761,1628.512742,1525.04132,1685.94462,0.530406322,0.469593678,1518.216855,1692.769085,,,,,90,94,79,,
12/11/2015,2016,0,,SAS,LAL,1709.428468,1296.534212,0.950379469,0.049620531,1710.660625,1295.302055,1721.506814,1275.749949,0.957649651,0.042350349,1722.541511,1274.715253,,,,,109,87,35,,
12/11/2015,2016,0,,PHO,POR,1490.954616,1511.577279,0.612286272,0.387713728,1477.384892,1525.147003,1484.284473,1479.396575,0.662981591,0.337018409,1469.096084,1494.584963,,,,,96,106,46,,
12/12/2015,2016,0,,BRK,LAC,1429.988814,1591.424008,0.412497731,0.587502269,1424.454989,1596.957834,1321.171068,1605.463595,0.253845228,0.746154772,1318.063854,1608.570808,,,,,100,105,49,,
12/12/2015,2016,0,,CHO,BOS,1544.026359,1567.018875,0.609042862,0.390957138,1534.891469,1576.153766,1560.311801,1591.940292,0.597027443,0.402972557,1551.423205,1600.828889,,,,,93,98,72,,
12/12/2015,2016,0,,DET,IND,1497.556133,1569.110686,0.540845067,0.459154933,1513.278133,1553.388685,1484.828811,1547.704572,0.552695549,0.447304451,1500.046151,1532.487232,,,,,118,96,61,,
12/12/2015,2016,0,,CHI,NOP,1551.296782,1445.973234,0.765295966,0.234704034,1553.846653,1443.423364,1546.666139,1469.012728,0.786487465,0.213512535,1548.952501,1466.726366,,,,,98,94,45,,
12/12/2015,2016,0,,ATL,SAS,1555.204633,1710.660625,0.42086333,0.57913667,1539.752658,1726.112601,1551.901211,1722.541511,0.46799417,0.53200583,1534.270647,1740.172074,,,,,78,103,93,,
12/12/2015,2016,0,,HOU,LAL,1509.908523,1295.302055,0.859485155,0.140514845,1514.698306,1290.512273,1510.887306,1274.715253,0.893040069,0.106959931,1514.411536,1271.191023,,,,,126,97,8,,
12/12/2015,2016,0,,MIL,GSW,1398.958186,1838.617414,0.123983581,0.876016419,1428.435166,1809.140435,1386.993897,1836.233807,0.118197718,0.881802282,1416.976663,1806.25104,,,,,108,95,83,,
12/12/2015,2016,0,,DAL,WAS,1548.030566,1472.617821,0.732972577,0.267027423,1538.497211,1482.151177,1527.802159,1466.165822,0.766590371,0.233409629,1517.533753,1476.434229,,,,,111,114,50,,
12/12/2015,2016,0,,POR,NYK,1525.147003,1363.438292,0.81854437,0.18145563,1515.14212,1373.443175,1494.584963,1363.353469,0.732342529,0.267657471,1486.356826,1371.581607,,,,,110,112,20,,
12/13/2015,2016,0,,PHO,MIN,1477.384892,1381.639011,0.755248582,0.244751418,1480.9454,1378.078503,1469.096084,1391.411062,0.741697191,0.258302809,1472.886521,1387.620625,,,,,108,101,16,,
12/13/2015,2016,0,,TOR,PHI,1566.315859,1238.419235,0.921519299,0.078480701,1568.231256,1236.503838,1584.68957,1216.84285,0.935450003,0.064549997,1586.231386,1215.301034,,,,,96,76,6,,
12/13/2015,2016,0,,MIA,MEM,1475.045181,1505.342887,0.598985225,0.401014775,1479.292199,1501.095868,1474.401013,1524.125171,0.559559175,0.440440825,1479.167132,1519.359053,,,,,100,97,42,,
12/13/2015,2016,0,,OKC,UTA,1628.512742,1524.328761,0.764115644,0.235884356,1631.648572,1521.192931,1692.769085,1518.216855,0.831706604,0.168293396,1694.898897,1516.087044,,,,,104,98,79,,
12/14/2015,2016,0,,IND,TOR,1553.388685,1568.231256,0.620154858,0.379845142,1563.387666,1558.232275,1532.487232,1586.231386,0.629609973,0.370390027,1542.186412,1576.532206,,,,,106,90,74,,
12/14/2015,2016,0,,BRK,ORL,1424.454989,1440.567082,0.618431868,0.381568132,1400.499282,1464.522789,1318.063854,1492.364436,0.392406896,0.607593104,1304.695845,1505.732446,,,,,82,105,18,,
12/14/2015,2016,0,,DET,LAC,1513.278133,1596.957834,0.52346954,0.47653046,1508.152545,1602.083422,1500.046151,1608.570808,0.493413409,0.506586591,1495.295334,1613.321626,,,,,103,105,71,,
12/14/2015,2016,0,,ATL,MIA,1539.752658,1479.292199,0.715792283,0.284207717,1520.641114,1498.403743,1534.270647,1479.167132,0.766433196,0.233566804,1512.905667,1500.532112,,,,,88,100,50,,
12/14/2015,2016,0,,MEM,WAS,1501.095868,1482.151177,0.664787033,0.335212967,1510.062672,1473.184373,1519.359053,1476.434229,0.624453972,0.375546028,1529.634509,1466.158772,,,,,112,95,42,,
12/14/2015,2016,0,,CHI,PHI,1553.846653,1236.503838,0.91701153,0.08298847,1555.813677,1234.536814,1548.952501,1215.301034,0.940673138,0.059326862,1550.307701,1213.945834,,,,,115,96,5,,
12/14/2015,2016,0,,SAS,UTA,1726.112601,1521.192931,0.852614853,0.147385147,1732.155878,1515.149654,1740.172074,1516.087044,0.891271055,0.108728945,1744.463228,1511.795889,,,,,118,81,91,,
12/14/2015,2016,0,,DAL,PHO,1538.497211,1480.9454,0.712373815,0.287626185,1543.798695,1475.643916,1517.533753,1472.886521,0.751546668,0.248453332,1522.002927,1468.417346,,,,,104,94,50,,
12/14/2015,2016,0,,DEN,HOU,1415.01805,1514.698306,0.500460149,0.499539851,1422.741687,1506.97467,1367.339357,1514.411536,0.496014139,0.503985861,1375.151038,1506.599856,,,,,114,108,30,,
12/14/2015,2016,0,,POR,NOP,1515.14212,1443.423364,0.728790084,0.271209916,1518.158243,1440.407241,1486.356826,1466.726366,0.670464001,0.329535999,1490.150556,1462.932636,,,,,105,101,36,,
12/15/2015,2016,0,,BOS,CLE,1576.153766,1640.365023,0.551322745,0.448677255,1562.944965,1653.573825,1600.828889,1697.91894,0.496572467,0.503427533,1589.294419,1709.453411,,,,,77,89,88,,
12/15/2015,2016,0,,MIN,DEN,1378.078503,1422.741687,0.578969451,0.421030549,1363.98036,1436.83983,1387.620625,1375.151038,0.709260802,0.290739198,1368.779266,1393.992397,,,,,100,112,9,,
12/15/2015,2016,0,,SAC,HOU,1432.409063,1506.97467,0.536537787,0.463462213,1441.836413,1497.54732,1458.547168,1506.599856,0.634839065,0.365160935,1465.585173,1499.561851,,,,,107,97,32,,
12/15/2015,2016,0,,LAL,MIL,1290.512273,1428.435166,0.445640277,0.554359723,1307.926957,1411.020482,1271.191023,1416.976663,0.429713834,0.570286166,1289.273746,1398.89394,,,,,113,95,2,,
12/16/2015,2016,0,,ORL,CHO,1464.522789,1534.891469,0.542539808,0.457460192,1476.555547,1522.85871,1505.732446,1551.423205,0.563839833,0.436160167,1517.072257,1540.083393,,,,,113,98,45,,
12/16/2015,2016,0,,IND,DAL,1563.387666,1543.798695,0.665613008,0.334386992,1575.422948,1531.763413,1542.186412,1522.002927,0.67049771,0.32950229,1554.012841,1510.176499,,,,,107,81,71,,
12/16/2015,2016,0,,DET,BOS,1508.152545,1562.944965,0.564694244,0.435305756,1512.849915,1558.247594,1495.295334,1589.294419,0.581156735,0.418843265,1499.774633,1584.81512,,,,,119,116,62,,
12/16/2015,2016,0,,BRK,MIA,1400.499282,1498.403743,0.503015687,0.496984313,1392.706852,1506.196174,1304.695845,1500.532112,0.361713006,0.638286994,1299.511019,1505.716938,,,,,98,104,24,,
12/16/2015,2016,0,,NYK,MIN,1373.443175,1363.98036,0.652516358,0.347483642,1377.940122,1359.483413,1371.581607,1368.779266,0.682350931,0.317649069,1375.623003,1364.73787,,,,,107,102,4,,
12/16/2015,2016,0,,CHI,MEM,1555.813677,1510.062672,0.698256718,0.301743282,1562.435909,1503.44044,1550.307701,1529.634509,0.667640808,0.332359192,1557.732588,1522.209622,,,,,98,85,61,,
12/16/2015,2016,0,,ATL,PHI,1520.641114,1234.536814,0.90226028,0.09773972,1523.172205,1232.005723,1512.905667,1213.945834,0.910965514,0.089034486,1515.18641,1211.665091,,,,,127,106,3,,
12/16/2015,2016,0,,OKC,POR,1631.648572,1518.158243,0.773634593,0.226365407,1637.084852,1512.721963,1694.898897,1490.150556,0.861028216,0.138971784,1698.01624,1487.033213,,,,,106,90,78,,
12/16/2015,2016,0,,SAS,WAS,1732.155878,1473.184373,0.887594895,0.112405105,1734.916802,1470.423448,1744.463228,1466.158772,0.89918362,0.10081638,1746.907371,1463.71463,,,,,114,95,84,,
12/16/2015,2016,0,,UTA,NOP,1515.149654,1440.407241,0.732216652,0.267783348,1497.482747,1458.074147,1511.795889,1462.932636,0.734375268,0.265624732,1494.045247,1480.683278,,,,,94,104,36,,
12/16/2015,2016,0,,GSW,PHO,1809.140435,1475.643916,0.923819174,0.076180826,1811.30933,1473.475021,1806.25104,1468.417346,0.921643117,0.078356883,1808.488937,1466.179449,,,,,128,103,92,,
12/16/2015,2016,0,,LAC,MIL,1602.083422,1411.020482,0.842306803,0.157693197,1605.217915,1407.885989,1613.321626,1398.89394,0.87804172,0.12195828,1615.666889,1396.548677,,,,,103,90,46,,
12/17/2015,2016,0,,CHO,TOR,1522.85871,1558.232275,0.59194691,0.40805309,1530.911526,1550.17946,1540.083393,1576.532206,0.522758969,0.477241031,1549.864711,1566.750888,,,,,109,99,65,,
12/17/2015,2016,0,,CLE,OKC,1653.573825,1637.084852,0.661629532,0.338370468,1657.48893,1633.169747,1709.453411,1698.01624,0.713278667,0.286721333,1712.672373,1694.797277,,,,,104,100,96,,
12/17/2015,2016,0,,LAL,HOU,1307.926957,1497.54732,0.37381232,0.62618768,1296.499939,1508.974337,1289.273746,1499.561851,0.341987059,0.658012941,1279.00411,1509.831487,,,,,87,107,8,,
12/18/2015,2016,0,,IND,BRK,1575.422948,1392.706852,0.835819284,0.164180716,1577.675833,1390.453966,1554.012841,1299.511019,0.886463627,0.113536373,1555.49876,1298.0251,,,,,104,97,36,,
12/18/2015,2016,0,,PHI,NYK,1232.005723,1377.940122,0.434277571,0.565722429,1223.311759,1386.634085,1211.665091,1375.623003,0.393536291,0.606463709,1203.960308,1383.327785,,,,,97,107,0,,
12/18/2015,2016,0,,ORL,POR,1476.555547,1512.721963,0.590844031,0.409155969,1483.624278,1505.653232,1517.072257,1487.033213,0.678446423,0.321553577,1522.362311,1481.74316,,,,,102,94,43,,
12/18/2015,2016,0,,BOS,ATL,1558.247594,1523.172205,0.685153233,0.314846767,1544.29885,1537.120949,1584.81512,1515.18641,0.719745598,0.280254402,1569.773925,1530.227605,,,,,101,109,65,,
12/18/2015,2016,0,,MIA,TOR,1506.196174,1550.17946,0.579923199,0.420076801,1490.578724,1565.79691,1505.716938,1566.750888,0.605936814,0.394063186,1489.138907,1583.32892,,,,,94,108,59,,
12/18/2015,2016,0,,MIN,SAC,1359.483413,1441.836413,0.525374257,0.474625743,1365.403255,1435.916571,1364.73787,1465.585173,0.50282967,0.49717033,1371.01657,1459.306473,,,,,99,95,9,,
12/18/2015,2016,0,,CHI,DET,1562.435909,1512.849915,0.702887543,0.297112457,1553.508417,1521.777407,1557.732588,1499.774633,0.711640403,0.288359597,1548.633192,1508.874028,,,,,144,147,63,,
12/18/2015,2016,0,,SAS,LAC,1734.916802,1605.217915,0.789556317,0.210443683,1738.144965,1601.989752,1746.907371,1615.666889,0.796074754,0.203925246,1750.021035,1612.553225,,,,,115,107,98,,
12/18/2015,2016,0,,DAL,MEM,1531.763413,1503.44044,0.676708544,0.323291456,1537.47119,1497.732663,1510.176499,1522.209622,0.618912984,0.381087016,1517.126954,1515.259167,,,,,97,88,54,,
12/18/2015,2016,0,,UTA,DEN,1497.482747,1436.83983,0.716005905,0.283994095,1502.381843,1431.940734,1494.045247,1393.992397,0.796135179,0.203864821,1497.382238,1390.655406,,,,,97,88,31,,
12/18/2015,2016,0,,GSW,MIL,1811.30933,1407.885989,0.947744396,0.052255604,1812.03455,1407.160769,1808.488937,1396.548677,0.948633093,0.051366907,1809.200548,1395.837066,,,,,121,112,82,,
12/18/2015,2016,0,,PHO,NOP,1473.475021,1458.074147,0.660225847,0.339774153,1482.221068,1449.328101,1466.179449,1480.683278,0.622164019,0.377835981,1476.114505,1470.748223,,,,,104,88,31,,
12/19/2015,2016,0,,OKC,LAL,1633.169747,1296.499939,0.925094839,0.074905161,1636.169843,1293.499843,1694.797277,1279.00411,0.952327612,0.047672388,1696.616543,1277.184844,,,,,118,78,23,,
12/19/2015,2016,0,,WAS,CHO,1470.423448,1530.911526,0.556618352,0.443381648,1478.227951,1523.107023,1463.71463,1549.864711,0.500015656,0.499984344,1472.793577,1540.785763,,,,,109,101,46,,
12/19/2015,2016,0,,NYK,CHI,1386.634085,1553.508417,0.404931261,0.595068739,1404.311465,1535.831037,1383.327785,1548.633192,0.402055777,0.597944223,1401.121799,1530.839178,,,,,107,91,30,,
12/19/2015,2016,0,,HOU,LAC,1508.974337,1601.989752,0.510050272,0.489949728,1519.086755,1591.877335,1509.831487,1612.553225,0.541389055,0.458610945,1519.135416,1603.249296,,,,,107,97,71,,
12/19/2015,2016,0,,MEM,IND,1497.732663,1577.675833,0.528832077,0.471167923,1508.524722,1566.883774,1515.259167,1555.49876,0.576981551,0.423018449,1524.696728,1546.061199,,,,,96,84,63,,
12/20/2015,2016,0,,MIA,POR,1490.578724,1505.653232,0.619840298,0.380159702,1496.568186,1499.663771,1489.138907,1481.74316,0.641244199,0.358755801,1494.724351,1476.157715,,,,,116,109,45,,
12/20/2015,2016,0,,BRK,MIN,1390.453966,1365.403255,0.672573932,0.327426068,1370.330451,1385.52677,1298.0251,1371.01657,0.531489479,0.468510521,1283.458397,1385.583273,,,,,85,100,5,,
12/20/2015,2016,0,,CLE,PHI,1657.48893,1223.311759,0.955848435,0.044151565,1658.572206,1222.228484,1712.672373,1203.960308,0.970871108,0.029128892,1713.358247,1203.274435,,,,,108,86,11,,
12/20/2015,2016,0,,PHO,MIL,1482.221068,1407.160769,0.732575297,0.267424703,1469.046362,1420.335474,1476.114505,1395.837066,0.744922634,0.255077366,1462.577767,1409.373804,,,,,95,101,22,,
12/20/2015,2016,0,,TOR,SAC,1565.79691,1435.916571,0.789729818,0.210270182,1545.712418,1456.001063,1583.32892,1459.306473,0.775397483,0.224602517,1563.887865,1478.747527,,,,,94,104,45,,
12/20/2015,2016,0,,ORL,ATL,1483.624278,1537.120949,0.566526865,0.433473135,1477.045044,1543.700184,1522.362311,1530.227605,0.629602374,0.370397626,1514.762246,1537.82767,,,,,100,103,51,,
12/20/2015,2016,0,,DEN,NOP,1431.940734,1449.328101,0.61669807,0.38330193,1422.646613,1458.622222,1390.655406,1470.748223,0.585697747,0.414302253,1381.995178,1479.408451,,,,,125,130,21,,
12/21/2015,2016,0,,WAS,SAC,1478.227951,1456.001063,0.668984243,0.331015757,1485.984359,1448.244655,1472.793577,1478.747527,0.685048692,0.314951308,1480.105545,1471.435559,,,,,113,99,31,,
12/21/2015,2016,0,,BOS,MIN,1544.29885,1385.52677,0.816020005,0.183979995,1548.219742,1381.605878,1569.773925,1385.583273,0.865785662,0.134214338,1572.515972,1382.841226,,,,,113,99,28,,
12/21/2015,2016,0,,NYK,ORL,1404.311465,1477.045044,0.539159174,0.460840826,1394.302756,1487.053752,1401.121799,1514.762246,0.544256238,0.455743762,1390.988913,1524.895132,,,,,99,107,20,,
12/21/2015,2016,0,,HOU,CHO,1519.086755,1523.107023,0.634716285,0.365283715,1524.794578,1517.399199,1519.135416,1540.785763,0.610963372,0.389036628,1525.294798,1534.626381,,,,,102,95,56,,
12/21/2015,2016,0,,ATL,POR,1543.700184,1499.663771,0.696173108,0.303826892,1549.003846,1494.360109,1537.82767,1476.157715,0.720305051,0.279694949,1542.640015,1471.34537,,,,,106,97,56,,
12/21/2015,2016,0,,CHI,BRK,1535.831037,1370.330451,0.821763926,0.178236074,1524.164785,1381.996703,1530.839178,1283.458397,0.904786078,0.095213922,1516.115295,1298.18228,,,,,102,105,24,,
12/21/2015,2016,0,,SAS,IND,1738.144965,1566.883774,0.826569195,0.173430805,1741.810694,1563.218046,1750.021035,1546.061199,0.853237762,0.146762238,1753.054252,1543.027982,,,,,106,92,96,,
12/21/2015,2016,0,,UTA,PHO,1502.381843,1469.046362,0.682988664,0.317011336,1512.091302,1459.336903,1497.382238,1462.577767,0.774835856,0.225164144,1503.895566,1456.064438,,,,,110,89,39,,
